Coordenada_genetica;Gen;Enfermedad_asociada;Significancia_clinica
Chr17:78092195;GAA;Enfermedad de Pompe;Benign
Chr17:78087164;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78085880;GAA;Enfermedad de Pompe;Pathogenic
Chr1:155204694;GBA1|LOC106627981;Enfermedad de Gaucher;Likely benign
Chr1:155204793;LOC106627981|GBA1;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155204794;LOC106627981|GBA1;Enfermedad de Gaucher;Pathogenic
Chr1:155204798;LOC106627981|GBA;Enfermedad de Gaucher;Pathogenic
Chr1:155204831;GBA|LOC106627981;Enfermedad de Gaucher;Uncertain significance
Chr1:155204848;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155204849;GBA|LOC106627981;Enfermedad de Gaucher;Uncertain significance
Chr1:155204863;GBA1|LOC106627981;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155204892;LOC106627981|GBA;Enfermedad de Gaucher;Pathogenic
Chr1:155204900 - 155204901;LOC106627981|GBA1;Enfermedad de Gaucher;Uncertain significance
Chr1:155204903;GBA|LOC106627981;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155204984;GBA1|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155204986;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155204987;LOC106627981|GBA1;Enfermedad de Gaucher;Pathogenic
Chr1:155204988;GBA|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155204996;LOC106627981|GBA1;Enfermedad de Gaucher;Uncertain significance
Chr1:155204996;LOC106627981|GBA1;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155205008;LOC106627981|GBA1;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155205017;GBA|LOC106627981;Enfermedad de Gaucher;Uncertain significance
Chr1:155205018;GBA1|LOC106627981;Enfermedad de Gaucher;Likely benign
Chr1:155205032;GBA|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155205036;LOC106627981|GBA;Enfermedad de Gaucher;Uncertain significance
Chr1:155205043;LOC106627981|GBA1;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1|1|1:155205043;LOC106627981|GBA1;Enfermedad de Gaucher;Pathogenic
Chr1:155205043;LOC106627981|GBA1;Enfermedad de Gaucher;Pathogenic
Chr1:155205044;GBA|LOC106627981;Enfermedad de Gaucher;Likely benign
Chr1:155205046 - 155205052;GBA|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155205047;GBA1|LOC106627981;Enfermedad de Gaucher;Likely benign
Chr1:155205094;GBA|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155205135;GBA1|LOC106627981;Enfermedad de Gaucher;Uncertain significance
Chr1:155205470;LOC106627981|GBA1;Enfermedad de Gaucher;Likely pathogenic
Chr1:155205472;GBA1|LOC106627981;Enfermedad de Gaucher;Uncertain significance
Chr1:155205499;LOC106627981|GBA;Enfermedad de Gaucher;Pathogenic
Chr1:155205503;GBA|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155205513;GBA1|LOC106627981;Enfermedad de Gaucher;Likely benign
Chr1:155205514;LOC106627981|GBA1;Enfermedad de Gaucher;Uncertain significance
Chr1:155205517;GBA1|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1|1:155205518;LOC106627981|GBA1;Enfermedad de Gaucher;Pathogenic
Chr1:155205518;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155205540 - 155205595;GBA|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155205541 - 155205595;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155205541;LOC106627981|GBA;Enfermedad de Gaucher;Pathogenic
Chr1:155205544;GBA|LOC106627981;Enfermedad de Gaucher;Uncertain significance
Chr1:155205548;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155205551;LOC106627981|GBA;Enfermedad de Gaucher;Pathogenic
Chr1:155205560;GBA1|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155205563;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155205564;GBA1|LOC106627981;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155205571;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155205581;GBA1|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155205585;GBA|LOC106627981;Enfermedad de Gaucher;Uncertain significance
Chr1:155205589;GBA|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155205601;GBA|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155205605;GBA|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155205610;GBA|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155205611;LOC106627981|GBA1;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155205614;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155205620;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155205622;GBA|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155205632;GBA|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155205634;GBA1|LOC106627981;Enfermedad de Gaucher;not provided
Chr1:155205634;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155205669;GBA|LOC106627981;Enfermedad de Gaucher;Benign
Chr1:155206036;GBA1|LOC106627981;Enfermedad de Gaucher;Uncertain significance
Chr1:155206037;LOC106627981|GBA1;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155206046;GBA1|LOC106627981;Enfermedad de Gaucher;Uncertain significance
Chr1:155206046;GBA|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155206052;LOC106627981|GBA1;Enfermedad de Gaucher;Likely pathogenic
Chr1:155206060;GBA1|LOC106627981;Enfermedad de Gaucher;Uncertain significance
Chr1:155206068;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155206076;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155206083;GBA|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155206086;GBA|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155206086;LOC106627981|GBA;Enfermedad de Gaucher;Pathogenic
Chr1:155206089;LOC106627981|GBA1;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155206109;GBA|LOC106627981;Enfermedad de Gaucher;Uncertain significance
Chr1:155206119;GBA|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155206158;GBA|LOC106627981;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155206167;LOC106627981|GBA1;Enfermedad de Gaucher;Benign/Likely benign
Chr1|1:155206167;LOC106627981|GBA1;Enfermedad de Gaucher;Pathogenic
Chr1:155206168;LOC106627981|GBA;Enfermedad de Gaucher;Benign/Likely benign
Chr1:155206170;GBA1|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155206175;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155206183;LOC106627981|GBA;Enfermedad de Gaucher;Uncertain significance
Chr1:155206200;LOC106627981|GBA1;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155206207;GBA|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155206208;LOC106627981|GBA1;Enfermedad de Gaucher;Likely pathogenic
Chr1:155206211;LOC106627981|GBA;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155206217;LOC106627981|GBA1;Enfermedad de Gaucher;Uncertain significance
Chr1:155206217;LOC106627981|GBA;Enfermedad de Gaucher;Pathogenic
Chr1:155206231;GBA|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155206341;LOC106627981|GBA;Enfermedad de Gaucher;Benign
Chr1:155206890;GBA|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155207148;LOC106627981|GBA;Enfermedad de Gaucher;Pathogenic
Chr1:155207161;GBA1|LOC106627981;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155207185;GBA1|LOC106627981;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155207190;GBA|LOC106627981;Enfermedad de Gaucher;Uncertain significance
Chr1:155207202;LOC106627981|GBA1;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155207203;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155207217;GBA|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155207217;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155207218;GBA1|LOC106627981;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155207229;LOC106627981|GBA1;Enfermedad de Gaucher;Uncertain significance
Chr1:155207233;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155207233;LOC106627981|GBA;Enfermedad de Gaucher;Uncertain significance
Chr1:155207235;GBA1|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155207237;GBA|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155207244;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155207245;GBA|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155207249;LOC106627981|GBA1;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155207261;LOC106627981|GBA;Enfermedad de Gaucher;Pathogenic
Chr1:155207265;LOC106627981|GBA;Enfermedad de Gaucher;Likely pathogenic
Chr1:155207286;GBA1|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155207296;GBA|LOC106627981;Enfermedad de Gaucher;Uncertain significance
Chr1:155207367;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155207368;LOC106627981|GBA;Enfermedad de Gaucher;Pathogenic
Chr1:155207370;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155207387;GBA1|LOC106627981;Enfermedad de Gaucher;Benign/Likely benign
Chr1:155207932;LOC106627981|GBA1;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155207935;GBA1|LOC106627981;Enfermedad de Gaucher;Uncertain significance
Chr1:155207956;GBA|LOC106627981;Enfermedad de Gaucher;Uncertain significance
Chr1:155207965;LOC106627981|GBA1;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155207977;LOC106627981|GBA1;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155207980;LOC106627981|GBA1;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155207983;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155207997;LOC106627981|GBA;Enfermedad de Gaucher;Uncertain significance
Chr1:155208005 - 155208006;GBA1|LOC106627981;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155208005;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155208006;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155208019;GBA1|LOC106627981;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155208025;LOC106627981|GBA1;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155208033;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155208049;GBA1|LOC106627981;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155208051;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155208056;GBA|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155208061;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155208081;LOC106627981|GBA1;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155208082;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155208090 - 155208091;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155208183;GBA|LOC106627981;Enfermedad de Gaucher;Benign
Chr1:155208310;LOC106627981|GBA;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155208339;GBA|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155208361;LOC106627981|GBA1;Enfermedad de Gaucher;Uncertain significance
Chr1:155208363;LOC106627981|GBA;Enfermedad de Gaucher;Likely pathogenic
Chr1:155208370;GBA|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155208375;GBA1|LOC106627981;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155208379;GBA1|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155208387;GBA1|LOC106627981;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155208387;GBA1|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155208388;LOC106627981|GBA1;Enfermedad de Gaucher;Pathogenic
Chr1:155208399;GBA|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155208404;GBA1|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155208412;LOC106627981|GBA1;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155208415;LOC106627981|GBA;Enfermedad de Gaucher;Pathogenic
Chr1:155208420;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155208421;LOC106627981|GBA1;Enfermedad de Gaucher;Pathogenic
Chr1:155208422;GBA1|LOC106627981;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155208448;GBA|LOC106627981;Enfermedad de Gaucher;Uncertain significance
Chr1:155209360;GBA|LOC106627981;Enfermedad de Gaucher;Benign
Chr1:155209406;GBA|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155209424;LOC106627981|GBA1;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155209430;GBA1|LOC106627981;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155209446;GBA|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155209457 - 155209458;GBA|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155209497;GBA1|LOC106627981;Enfermedad de Gaucher;Likely pathogenic
Chr1:155209506;GBA1|LOC106627981;Enfermedad de Gaucher;Uncertain significance
Chr1:155209507;LOC106627981|GBA1;Enfermedad de Gaucher;Pathogenic
Chr1:155209511;GBA1|LOC106627981;Enfermedad de Gaucher;Uncertain significance
Chr1:155209527;LOC106627981|GBA;Enfermedad de Gaucher;Pathogenic
Chr1:155209725;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155209728;GBA|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155209730;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155209737;GBA1|LOC106627981;Enfermedad de Gaucher;Uncertain significance
Chr1:155209760 - 155209762;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155209780 - 155209781;LOC106627981|GBA1;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155209781;GBA1|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155209809;LOC106627981|GBA;Enfermedad de Gaucher;Uncertain significance
Chr1:155209813;GBA|LOC106627981;Enfermedad de Gaucher;Uncertain significance
Chr1:155209816;GBA1|LOC106627981;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:155209817;LOC106627981|GBA;Enfermedad de Gaucher;Uncertain significance
Chr1:155209824;GBA|LOC106627981;Enfermedad de Gaucher;Pathogenic
Chr1:155209839;GBA1|LOC106627981;Enfermedad de Gaucher;Uncertain significance
Chr1:155210420;GBA1;Enfermedad de Gaucher;Pathogenic/Likely pathogenic
Chr1:155210428;GBA;Enfermedad de Gaucher;Pathogenic
Chr1:155210432;GBA1;Enfermedad de Gaucher;Uncertain significance
Chr1:155210451 - 155210452;GBA1;Enfermedad de Gaucher;Pathogenic
Chr1:155210463;GBA;Enfermedad de Gaucher;Pathogenic
Chr1:155210478;GBA1;Enfermedad de Gaucher;Likely benign
Chr1:155210498;GBA1;Enfermedad de Gaucher;Benign
Chr1:155210502;GBA1;Enfermedad de Gaucher;Uncertain significance
Chr1:155210894;GBA1;Enfermedad de Gaucher;Uncertain significance
Chr1:155211053;GBA1;Enfermedad de Gaucher;Uncertain significance
Chr1:203186865 - 203186868;CHIT1;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr1:203186950 - 203186951;CHIT1;Enfermedad de Gaucher;Benign/Likely benign
Chr1|1|1:203186963;CHIT1;Enfermedad de Gaucher;Affects
Chr1:203194186;CHIT1;Enfermedad de Gaucher;Benign
Chr1:203194834;CHIT1;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr2:48033609 - 48033610;MSH6;Enfermedad de Gaucher;Pathogenic
Chr4:995460;IDUA;Enfermedad de Gaucher;Pathogenic
Chr7:74191613 - 74191614;LOC106029312|NCF1;Enfermedad de Gaucher;Pathogenic
Chr7:117171029;CFTR;Enfermedad de Gaucher;Pathogenic
Chr8:17920695;ASAH1;Enfermedad de Gaucher;Pathogenic
Chr9:111651639;ELP1;Enfermedad de Gaucher;Likely benign
Chr10:56077174;PCDH15;Enfermedad de Gaucher;Pathogenic
Chr10:73571482;CDH23|PSAP;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73571521;CDH23|PSAP;Enfermedad de Gaucher;Benign/Likely benign
Chr10:73571765;CDH23|PSAP;Enfermedad de Gaucher;Benign/Likely benign
Chr10:73572357;CDH23|PSAP;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73572379;CDH23|PSAP;Enfermedad de Gaucher;Benign/Likely benign
Chr10:73572382 - 73572388;CDH23|PSAP;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73572643;CDH23|PSAP;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73574697;PSAP|CDH23;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73574728;CDH23|PSAP;Enfermedad de Gaucher;Benign/Likely benign
Chr10:73574769;PSAP|CDH23;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73574830;CDH23|PSAP;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73574843;CDH23|PSAP;Enfermedad de Gaucher;Benign/Likely benign
Chr10:73574873;PSAP|CDH23;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73574912;PSAP|CDH23;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73574948;CDH23|PSAP;Enfermedad de Gaucher;Benign/Likely benign
Chr10:73574953;PSAP|CDH23;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73574996;CDH23|PSAP;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73575103;PSAP|CDH23;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73575115;PSAP|CDH23;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73575139;PSAP|CDH23;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73575176;PSAP|CDH23;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73575239;PSAP|CDH23;Enfermedad de Gaucher;Benign/Likely benign
Chr10:73575384;CDH23|PSAP;Enfermedad de Gaucher;Benign/Likely benign
Chr10:73575396;CDH23|PSAP;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73575465;PSAP|CDH23;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73575469;CDH23|PSAP;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73575474;PSAP|CDH23;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73575513;PSAP|CDH23;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73575545;PSAP|CDH23;Enfermedad de Gaucher;Benign/Likely benign
Chr10:73575550;CDH23|PSAP;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73575621;PSAP|CDH23;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73576190;PSAP;Enfermedad de Gaucher;Uncertain significance
Chr10:73576263;PSAP;Enfermedad de Gaucher;Uncertain significance
Chr10:73576307;PSAP|CDH23;Enfermedad de Gaucher;Benign/Likely benign
Chr10:73576339;PSAP;Enfermedad de Gaucher;Uncertain significance
Chr10:73576411;PSAP;Enfermedad de Gaucher;Uncertain significance
Chr10:73576423;PSAP;Enfermedad de Gaucher;Benign
Chr10:73576461;PSAP;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73576602;PSAP;Enfermedad de Gaucher;Uncertain significance
Chr10:73576624;PSAP;Enfermedad de Gaucher;Uncertain significance
Chr10:73576672;PSAP;Enfermedad de Gaucher;Uncertain significance
Chr10:73576822;PSAP;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73576852;PSAP;Enfermedad de Gaucher;Uncertain significance
Chr10:73576922;PSAP;Enfermedad de Gaucher;Uncertain significance
Chr10:73576960;PSAP|CDH23;Enfermedad de Gaucher;Uncertain significance
Chr10:73577076;PSAP;Enfermedad de Gaucher;Conflicting interpretations of pathogenicity
Chr10:73577085;PSAP;Enfermedad de Gaucher;Uncertain significance
